"Story","Title","Result","Date","Stability","Duration (s)"
"Compra de articulo en la pagina Inkafarma de Peru","Compra de articulo en Pagina Web","ERROR","2019-08-11T21:36:54.036-05:00[America/Bogota]","0.0","52.29"
